id,firstName,lastName,team_name,market_value,agent,agent_id,contract_expiry
1036213,Davi Pinheiro,dos Santos,Rondoniense SC U20,-,,,-
1172824,Dejan ,Trapara ,,-,,,30-Jun-25
790938,Jacopo,Canneti,Como U19,-,,,-
1040252,Fabricio,Goes de Melo,,-,,,-
1229205,Alex,Åman,Viggbyholms,-,,,-
1062354,Camron,Estala,Real Salt Lake U16,-,,,-
1287455,Abdessami,Neffati,Chaponnay-Marennes,-,,,-
1020064,Key,Tyler,Deeping Rangers,-,,,-
1180652,Victor,Rotviker,Husqvarna,-,,,-
1175157,Mattias,Djurhuus,TB,-,,,-
1287677,Thapkhon,Markmee,Satun United,-,,,30-Jun-25
1213699,Bogdan,Lazr,Gilortul,-,,,-
1170231,Sean,Keane,Waterford FC,-,,,-
1200667,Kylano,Isaac,,-,,,-
1160785,Sty Josué,Hernández Arteaga,Yaracuyanos,-,,,31-Dec-25
895497,Alex,Champagne,UMASS Lowell River Hawks,-,,,-
1250256,Eddy ,Salaverri,Dodge City Conquistadors,-,,,-
1044192,Tai,Primc,Maribor U17,-,Agent is known - Player under 18,,30-Jun-27
1035829,Carlos Daniel,dos Santos Nascimento,JI-Parana RO U20,-,,,-
918471,Aleks,Repina,NK Krka U19,-,,,-
1271088,Mohamed,Yakoubi,Capelle,-,,,-
1193556,Brian,Holland,Douglas Hall,-,,,-
1085259,Ronan ,Connolly ,Carrigaline,-,,,-
1193717,Lloyd,Asling,College Corinthians,-,,,-
824397,Eyüp Can,Karasu,Galatasaray U19,-,,,-
1211018,Copeland,Thain,Ross County,-,Agent is known - Player under 18,,-
1038197,Kauan,Aparecido da Silva,Tanabi SP U20,-,,,-
1037883,Douglas Alexandre,Souza Silva,CA Bandeirante U20,-,,,-
1179831,Reggie,Sulit,Mendiola, ¬10k,,,-
1056030,Alenga,Charles,Carolina Core,-,Impact Sports ...,12655,31-Dec-25
1044124,Ermanno,La Quaglia,,-,,,-
232889,Andrea,Nutricato,,-,,,-
938193,Petter Kornelius,Eik,Tomrefjord,-,,,-
1220327,Petar,Micic,IMT Novi Beograd U17,-,,,-
1218556,Andrej,Markovic,Partizan U17,-,,,-
1287625,Antonilton ,Batista dos Santos,Camboriú,-,,,-
1187289,Julien,Maurice,,-,,,-
1163598,Bashir,Alameddine,Sydney United,-,,,-
818121,Francesco,Gattuso,Vázquez Cultural U19,-,,,-
1263714,Fionn,Howard,,-,,,-
1263703,Alessandro,Marchesse,,-,,,-
1223936,Noach,Shenkman,Alblasserdam,-,,,-
1154654,^irin,Cengiz,Ümran1yespor U19,-,,,30-Jun-26
1166645,Antone,Bossenberry,Toronto,-,,,-
1036334,Arthur,Araujo Carvalho,Paulínia FU U20,-,,,-
446228,Christofer,Högbom,Kubikenborg,-,,,-
1037161,Pedro Henrique,da Costa Amaral Fraga,Porto Vitória U20,-,,,-
948566,Marcus,Petrovski,Western Sydney Wanderers FC II,-,,,-
684677,Martín,Coello Carrera,Lafnitz,-,Cantera ANBB Fútbol,11624,30-Jun-26
958062,Julian Ariel,Yar Burbano,Imbabura, ¬25k,,,31-Dec-25
1276846,Vsevolod,Rybalov,Krasnodar U16,-,,,-
1170710,Magomed,Estamirov,, ¬25k,,,30-Jun-25
1241590,Alex ,Ribeiro,Atlético Astorga,-,JEP Sports ...,3963,30-Jun-25
956820,Hassan,Hasso,Unterrath U19,-,,,-
958133,Václav,Wrana,Karviná U19,-,,,-
1035522,Cesare,Cirillo,,-,LineA S.M.,12150,30-Jun-25
1100685,Caleb ,Hughes,Midwestern State Mustangs,-,,,-
1166510,Ozodbek,Kurbonov,, ¬75k,,,31-Dec-25
944093,Gustavo Henrique ,Bueno de Goes ,Náutico RR,-,,,-
1036136,Fabio Soares,de Souza Junior,Nova Mutum U20,-,,,-
1035789,Joao Pedro,Basseto Barbosa,Votuporanguense U20,-,,,31-Dec-25
1225913,Nicola,Rijnbout,MVV,-,,,-
892500,Ilann Gaspard,Adam,Granville,-,,,-
1287290,Malo,Jestin,Pontivy GSI,-,,,-
1036799,Italo Caua,Peixoto de Lima,Atlético Cearense U20,-,,,-
959532,Carlos Eduardo Silva ,da Fonseca ,,-,,,-
1134873,Pablo ,Matheus Cheirolt da Silva,,-,,,-
1169217,Mateus henrique,Frerira da silva ,AEA,-,,,-
1156500,Leonardo,Pires dos Santos,Real U20,-,,,-
772820,Nicolò,Gava,Godigese,-,,,-
1245020,Callum,Geoghegan,Trevecca Nazarene Trojans,-,,,-
806366,Mario,Marchese,,-,,,-
1043614,Emmanuelle,Kilutu,Sochaux U19,-,,,-
1043621,Owen,Karsenti,Amiens AC U19,-,,,-
1200710,Juan,Villordo,River Plate U20,-,,,-
1135325,Viljami ,Unikkollina,Atlantis Helsinki,-,,,31-Dec-25
1029247,Anes,Rekanovi,Rudar Trbovlje,-,,,-
1017894,Alexander ,Bømark Hanssen,Bjarg,-,,,-
1207660,David,Covaci,,-,,,-
1168012,Zach,Woolsey, Ballymacash Rangers,-,,,31-May-25
1219886,Yeho,Melenivskyi,Lübeck,-,LAWnSPORTS,8009,30-Jun-25
1241290,Miguel Ángel,Abad Rubio,Numancia,-,INTAGTA,12001,30-Jun-25
867119,Luca,Squarise,Valenzana,-,,,-
1026743,Filippo,Niels,Antwerp U18,-,,,30-Jun-27
1154930,Abdulaziz,Al Othman,Al Shabab, ¬250k,Golden Goal Agency,13188,30-Jun-28
1044847,René,Granados,Fuerte San Francisco, ¬50k,,,-
1166317,Calle,Johansson,Värnamo,-,,,31-Dec-26
1153569,Dylan,Jams,Nice U19,-,,,-
786907,Enzo,Lamarre,Sochaux U17,-,,,-
1271863,Ibrahim,Sani,Kano Pillars,-,,,-
1048563,Saadoun,bin Faisal Al-Shammari,Al Qaisoma,-,,,-
1165803,Karim,Walid,,-,,,-
1017681,Jurgen,Asllani,,-,,,-
1160927,Homali Farid,Ruiz Córdova,Universidad San Martín, ¬50k,,,-
788541,Jordan,Napoletano,Avellino U19,-,,,-
1171533,Jérémie,Kanon,Farense U23,-,,,30-Jun-25
985922,Nir,Guetta,Maccabi Kabilio Jaffa, ¬150k,,,-
1044139,Kaymani,Case,,-,,,-
862684,Wagealla,Gafar Elnour,Al Ahli Khartoum,-,,,-
1262547,Nathan,Rostron,Birkenhead United, ¬125k,,,31-Dec-25
945615,Ole,Danszczyk,Westfalia Herne,-,,,30-Jun-25
1174252,David Juan José,Juárez,Aldosivi Res.,-,,,31-Dec-25
958241,Sohaib,Belarbi,Lorient II,-,Binary Sports Group,5543,-
1034404,Amirul Hakim,Mat Safian,,-,,,31-May-25
894481,Bruno,Cabrera,Lanús, ¬200k,,,31-Dec-26
815459,Matthew,Marrum,Dandenong City,-,,,-
945108,Isaias,Rodriguez,Al Batin, ¬100k,,,30-Jun-25
1052600,Salem,Bouajila,Göztepe U19,-,Agent is known - Player under 18,,30-Jun-25
925214,Matthias,Vella,Melita,-,,,30-Jun-25
1049762,Sebastian,Hayward,Blacktown City,-,,,-
1051558,Christian Godday,Ebiesuwa,Ojodu City U18,-,,,5-Feb-26
1050818,Vyctor Huggo,Sias de Oliveira Barbosa,,-,,,-
1051556,Sherif Eromesel,Imonikhe,AFA Olaine/SK Super Nova,-,Turo Fabio,4439,5-Feb-26
928731,Lesther Iván,Solorzano Mendoza,Búhos ULVR,-,,,-
885862,Yazeed,Khaled A. Al Dosari,,-,,,-
818920,Rui Pedro,Parra Carvalho,Colomiers US,-,,,-
1022798,Marian,Solodchi,FCM Ungheni,-,,,-
985433,Luca,Jacson,,-,,,-
1250322,Ishmael ,Jones,Dodge City Conquistadors,-,,,-
905431,Rushon,Walker-Browne,Bristol Manor Farm,-,Agent is known - Player under 18,,-
1078346,Somari,Supasongi,Ifira Black Bird,-,,,-
1188980,Reda,Ech-Chgraoui,Raja Beni Mellal,-,,,-
1227293,Seiryu ,Ono,UCF Knights,-,,,-
1276047,Ken,Isibor,Cerezo Osaka U18,-,,,-
1275271,Jack,Sloan,Trafford,-,,,-
1224712,Jonathan,Unwin,West Ham United U18,-,Agent is known - Player under 18,,-
1214441,Mitchell,Ejedegba,PYíbram,-,IFM-M,5490,-
652942,Oliver,Drost,Frederikssund,-,,,-
1262290,Caolan,Murphy,H&W Welders,-,,,31-May-25
1271174,Noë,Esselink,Katwijk,-,,,-
1207563,Matthew,Arana,Houston Dynamo II,-,,,-
1049019,Kemar,Nation,,-,,,-
1054196,Jack ,Lines,West Bromwich Albion U18,-,,,-
856133,Salvatore,Avanzato,, ¬25k,,,30-Jun-25
1252829,Ilya ,Gorbachev,Akritas,-,,,-
1195900,Juan,Cordoba,Orsomarso U20,-,,,-
1054518,Lorenzo,Simoncini,,-,,,-
1263387,Luke,Stoupe,Wellington Olympic,-,,,-
1053766,Sam Jayden,Florencio Cuntapay,Ajax U17,-,,,-
1053769,Janoa,Elias,AZ U17,-,Agent is known - Player under 18,,-
1188442,Umed,Jafoev,,-,,,-
1130437,Ghassan,Al-Masrouri,Al Shabab,-,,,-
1080175,Anes,Mokhtar,CR Belouizdad,-,,,30-Jun-26
1161331,Simen,Brenden,Raufoss II,-,,,-
1161207,Noah,Heggestad,Fjøra,-,,,-
1056744,Alexis,Giménez,Sportivo Barracas,-,,,-
1056748,Nahuel,Roberts,Sportivo Barracas,-,,,-
782191,Cristian,Donato,,-,,,-
1193795,Allesandro,Du Plessis,Highbury,-,ProAthlete,9212,-
796552,Nikita,Ivanov,,-,,,-
1164319,Alejandro Jesus,Kellnar,Blumenthaler SV,-,,,-
1040197,Axel,Darnaud,Le Puy F.43 Auvergne,-,,,-
1080025,Elyor,Karimov,Dostlik,-,,,31-Dec-25
1190774,Ahmed,Mohamed Ahmed Waheb,,-,,,-
1080947,Justas,Rakauskas,Be1 NFA,-,,,-
1065720,Andrija,Vukcevic,Petrovac,-,,,-
1210379,Cameron,Fernie,Rangers U19,-,Agent is known - Player under 18,,30-Jun-27
1086052,Lwanda,Mbanjwa,Golden Arrows, ¬150k,,,-
1194211,Siyabonga,Thokozani Nzama,Richards Bay,-,,,-
1189596,Tu,Hangbo,Fujian Quanzhou Qinggong,-,,,-
1269063,Abdirahman,Mohammed Abdulle,Sandviken,-,,,-
1168305,Ibrahim,Diack,Lucciana,-,,,30-Jun-25
1214468,Dani,Sormin,PSIS Semarang, ¬10k,,,-
1159398,Leonardo de Freitas,Mergulhão Araujo,,-,,,-
892462,Armand,Gillet,Sablé,-,,,-
1179744,Jemar,Andrade,Loyola, ¬10k,,,-
1166658,Dwight,Eloi,Bath Estate,-,,,-
926365,Gonzalo,Siri Payer,Argentinos Juniors,-,,,31-Dec-28
1168215,Driss,Ait Cheikh,,-,,,-
1209352,Filip,Lachendro,Ruch Chorzów,-,,,30-Jun-27
1056367,Jerome,Richards,Derby County U21,-,A2B Sports ...,10024,-
787540,Adam,Bartik,eské Budjovice U19,-,,,-
1263411,Nicholas,Gaze,Auckland FC II, ¬125k,,,31-Dec-25
1256575,Rauno,Prii ,Elva,-,,,-
1110991,Njord Norman,Leversund,Molde II,-,,,31-Jul-28
1068044,Jhoan Alberto,Pinto Gámez,Unión Magdalena, ¬25k,,,-
846978,Frederik,Skjold,Amager Academy U19,-,,,-
1054146,Valério,Magrinho Zaire,Académica do Lobito,-,,,-
1060088,Ivan ,Ivelji,Dekani,-,,,-
1063325,Julian Ignacio,Lopez Perez,General Caballero JLM, ¬75k,,,-
1176722,Fernando ,Márquez,,-,,,-
1060011,Maddox,Findlay,Portland Pilots,-,,,-
958234,Nzeusse,Kongni Djaleu,Ried U18,-,,,-
1064500,Ion,Dodon,FC Stuceni,-,,,-
1054036,Kai,Neil-Gray,Tunbridge Wells,-,,,-
432791,Matías Daniel,Ormart,,-,,,-
1246906,Ibn,Salah Oualid,,-,,,-
1164248,Marko,Perovic,Babelsberg,-,,,30-Jun-26
1020313,Johannes Lilletun,Elvebu,Tromsø II,-,,,-
1048508,Marco Joaquín,Camejo,San Martín Burzaco,-,,,31-Dec-25
896780,Vincent,Gougeon,Angers SCO U19,-,,,-
1179792,Emmanuel,Otuyemi,,-,,,-
1173900,Risto,Raudsalu,Flora II,-,,,31-Dec-25
868052,Théo Perez,de Figueiredo,Duluth,-,,,-
1145133,Scharenborg,Rutger,Bon Boys,-,,,-
1181092,Tristan van,Rijn,Bon Boys,-,,,-
534688,Max,Murray,New York City,-,Nordic Sky,176,31-Dec-25
780595,Pietro,Bottausci,Ternana U19,-,,,-
1019978,Alessandro,Coroama,Alessandria U17,-,Relatives,,-
949235,August,Hartberg,Frøya,-,,,-
1161465,Jonas,Myhre,Fløya,-,,,-
829977,Jacopo,Brambilla,AlbinoLeffe U19,-,,,-
1268372,Suad,Becovic,Rudar,-,,,-
1244066,Dunne ,Banagodos,Don Bosco Garelli,-,,,-
808354,Elia,Galletti,Palermo U19,-,,,-
1005725,Denis,Gashi,Klatovy,-,,,-
1223939,Koen ,Hillen,GVVV,-,,,-
1226479,Matei,Topa,,-,,,-
1061414,William,Sutton Bangura,Fulham U18,-,Agent is known - Player under 18,,-
1224784,Anand,Batra,Fulham U18,-,,,-
1170984,Luis,Reyes,,-,,,-
1049170,Drago,Macovei,ASU Poli Timi_oara U19,-,,,30-Jun-25
587269,Panagiotis,Antoniou,AEL U19,-,,,-
1182064,Dino,Sarotic,Skeid,-,,,-
1184646,Asuto,Fujita,Kawasaki Frontale U18,-,,,-
778809,Enej,Jarkovic,,-,,,-
1179770,Ardan ,Cambel,,-,,,-
1009353,Cesare,Gazzoli,,-,,,-
1082870,Scott ,Brady,Drogheda United,-,,,-
1192825,Karl,Erik Leppik,Tammeka II,-,,,31-Dec-25
1167202,Kotatsu,Kumakura,Ventforet Kofu,-,,,30-Jun-27
1143446,Alfie,Osborne,Heart of Midlothian FC U19,-,,,-
1198646,Karl Robert,Nommerga,Nõmme Kalju II,-,,,-
1024211,Mohammad Ahmad Mohammad,Taha,Shabab Al Ordon, ¬250k,SPORTBACK,3087,30-Jun-28
1009336,Ben,Bagshaw,,-,,,-
1227074,Issam Abdelhamid,Naim,ES Sétif,-,,,30-Jun-25
954338,Miha,Morelj,Tabor Se~ana,-,,,-
793052,Filip,Golem,NK Kustosija Zagreb U19,-,,,15-Jun-25
1287483,Gabin,Besson,Hauts Lyonnais,-,,,-
917092,Matic,Bajc,Ilirija U19,-,,,-
1058107,Thomas,Stabile,Alba,-,,,-
1246674,Malone,Mbakwa,Radnik Kri~evci,-,,,-
1123672,Cristian ,Barrera,, ¬10k,,,30-Jun-25
1061731,Angel Jafet,Alvarado Chavarria,, ¬150k,,,-
1067151,Andri Karl Júlíusson ,Hammer,Grindavík,-,,,31-Dec-26
1042604,Bautista,Germanier,Covadonga,-,,,-
1164297,Lennard,Altreuther,TuS Blau-Weiß Königsdorf U19,-,Gamechanger 24,12506,30-Jun-25
1164288,Luke,Eismann,TuS Blau-Weiß Königsdorf U19,-,Gamechanger 24,12506,30-Jun-25
917227,Noel,Lozej,Fama Vipava,-,,,-
1164078,Jime Rotson,Tuesta Tapayuri,Ayacucho, ¬125k,,,31-Dec-25
974306,Anderson Aníbal,Mejía Marroquín,,-,,,-
1202529,Jeffrey,Benítez,,-,,,-
939388,Oliver,Larsen,HB Køge U19,-,,,-
1033441,Lenni,Rainerma,JPS,-,,,31-Dec-25
923499,Hariharan,Kartheyges,Bunga Raya,-,,,-
1270717,Rahul,Peter Rodrigues,Dempo U21,-,,,-
1169086,Jesper,Petterson,Mjøndalen II,-,,,-
1062435,Owen,Pleijsier,Heerenveen U19,-,,,-
1168595,Harry,Moore,Bastia U19,-,,,-
1267841,Maksymilian,Czerwinski,Cracovia Kraków II,-,,,-
1067202,Stefano,Ellis,Lime Hall Academy,-,,,-
1067159,Maurice,Mitchell,Lime Hall Academy,-,,,-
1007060,Simone,Fardella,,-,,,-
1174316,Evan,Lim,New York City II,-,,,-
1240562,Phoutthachak,Vongsili,Young Elephant,-,,,-
1169018,Alexander,Grøtlien Nesbakken,Skeid II,-,,,-
1162450,Shane,Salino,Maharlika Taguig,-,,,-
922727,Vojtch,Havelka,Sparta Praha U19,-,,,-
1255665,Zhivko ,Krstev,Belasica,-,,,-
334893,Marco,D'Amato,,-,,,-
1263723,Gianpasquale,Moreno,Wellington Olympic, ¬50k,,,31-Dec-25
1068754,Eerik,Salmivuori,Honka,-,,,31-Dec-25
1172754,Ayatullah,Suleiman,Hanácká,-,J14Sport,7938,30-Jun-25
1100265,Youssef El sayed Mohamed,Mohamed Abdel Hafiz,Pharco, ¬50k,,,30-Jun-25
1191410,Aivaras,Rakaaius,Akmene,-,,,-
1069222,Ali Yassin,Bendriss,,-,,,-
1199841,Seydabulla,Nietullaev,Olympic II,-,,,31-Dec-26
692877,Marco,Benigni,Renato Curi Angolana,-,,,-
1107192,Adem,Nguili,Stade Tunisien,-,,,30-Jun-25
1021274,Robert,Carakciev,Alessandria U16,-,,,-
1069199,Andrei Daniel,Novoa,Real Zaragoza B,-,,,-
1169611,Alejandro,Leiva,Liniers,-,,,-
1158511,Jesper,Berg Hansen,Bodø / Glimt II,-,,,31-Dec-26
968789,Dion,Gashi,Häcken U19,-,Agent is known - Player under 18,,-
968780,Rayan,Demirci,Porto U19,-,Agent is known - Player under 18,,-
1072529,Vaidas,Celieaius,Nemunas,-,,,-
1097813,Nikola ,Barjasic,Ulm U17,-,Agent is known - Player under 18,,-
752319,Deividas,Kelpsas,Saned Joniakis,-,,,-
1216495,Amadou,Lobu Jallow,Horndean,-,,,-
1131475,Stefan ,Ashby,, ¬75k,,,-
1217970,Yassine,Soltani,Métlaoui,-,,,-
1263648,Edward,Thompson,Miramar Rangers,-,,,-
1180157,Keehn,Barrett-Underwood,Sheffield United U18,-,,,-
1199379,Keviriel,Massoumou,Ajaccio U19,-,,,-
1268625,Konsam,Sanathoi Singh,Punjab,-,,,-
1177364,Ariz,Karimov,,-,,,-
1180548,Marvin ,Spets Solheim,Kjelsås II,-,,,-
1169237,Hong,Xu,Chengdu Tiancheng,-,,,31-Dec-29
1180463,Lee,Sean,,-,,,-
1193103,Patryk,Mickevic,Utenis Utena,-,,,-
1071528,Emmanuel,Asare,Sirijus Klaipda,-,,,-
1071526,Valdas,Nevulis,Sirijus Klaipda,-,,,-
880731,Nino,Vigouroux,,-,,,-
1055919,Malik Koch,El-Rrami,,-,,,-
961076,Moisés Hector,Oliva Lainez,Independiente, ¬50k,,,-
1070264,Oskar,Nilsson,Nordsjælland U20,-,Agent is known - Player under 18,,-
966076,Jorge,Rodriguez ,,-,,,-
1218109,George Francis ,Harrison,Garforth Town,-,,,-
917865,Val,Bislimaj,Mura U19,-,,,-
1068402,Mats Nørbech,Henriksen,,-,,,-
1068403,Immanuel Dameson,Silalahi,Vålerenga U17,-,,,-
1071286,Boevi,Richkov,Treaty United,-,,,30-Nov-25
1279350,John,Otieno,Nairobi United,-,,,-
996135,Melih Arda,Sayg1,Almere City U23,-,,,-
1059238,Freddy,Aguilar,Arizona Monsoon,-,,,-
1161226,Gustav,Stople,Viking II,-,,,31-Dec-27
1264495,Lucas,Avendaño,Santiago Wanderers,-,,,-
767233,Oskar,Einarsson Morales,Esbjerg U19,-,,,-
1053771,Adam,Attallihi,Utrecht U17,-,,,-
909738,Mateus Gabriel,Schaffer,Juventude U23,-,,,-
1069791,Jefferson  ,Asprilla ,La Equidad U20,-,,,-
1070612,Tommaso,Bottani,AlzanoCene,-,,,-
1070605,Cristian ,Arioli,Villa Valle,-,,,-
858894,Leon,Kaurin,Slaven Belupo,-,GreenField,6359,30-Jun-27
742464,Luka,Rodek,Varteks Vara~din,-,,,-
1055369,Hugh,Parker ,Hull City U23,-,Team SHM,12441,30-Jun-27
1169090,Magnus,Wichmann,Mjøndalen II,-,,,-
1058078,Mark ,Giusti,Msida St. Joseph,-,,,-
1131504,Harrison ,Kowalczyk,Wellington Phoenix II, ¬10k,,,-
1219018,Mert ,Menemenciolu,Adana Demirspor,-,,,-
1278232,Fares,Mendes,Torcy,-,,,-
1133586,Octavian,Ghiaur,,-,,,-
919168,Jakub,Hastík,Slovácko U19,-,,,-
1187222,Páll Hilmar,Gudmundsson,Víkingur Ólafsvík,-,,,-
1287916,Güven,Orhan 0brahim ,Karaman Belediyespor,-,,,30-Jun-26
982203,Sondre,Johansen Solhaug,Rana,-,Your Agency,11678,-
1065276,Mahmut,Küçük,^anl1urfaspor,-,,,30-Jun-28
1071529,Jevgenij,Sevostjanov,Sirijus Klaipda,-,,,-
1071531,Arnas,Oleinikas,Sirijus Klaipda,-,,,-
394209,Pierre,Suard,Courseulles,-,,,-
1229499,Curtley,Napier,Magesi,-,,,-
1072959,Alessandro,Codella,Matese,-,,,30-Jun-25
1026603,}ygimantas,Jurevi,,,,,
ius,BFA Vilnius,-,,,-,,
1073487,Brayan Stiven,Campáz Sandoval,Millonarios U20,-,,,31-Dec-25
1068802,Fabian,Bamberger,Ried U18,-,,,-
1291145,Iram,Gelabert Bardina,La Massana,-,,,-
1267813,Michal,Malinowski,Cracovia Kraków II,-,,,-
1071255,Reuben ,Gokah,Everton U18,-,,,-
1063846,Eikita,Fedosejevs,Riga FC II,-,,,-
913108,Josef,erný,Benátky nad Jizerou,-,,,-
959648,`tpán,Kadlec,Vyso,,,,
ina Jihlava U19,-,,,-,,,
893118,Christian,Lupo,Lecce U19,-,,,-
750280,Igor,Grybenyk,Oleksandria U19,-,,,30-Jun-27
1064419,Ådne,Nærland,Varhaug,-,,,-
977591,Valerio,Fumagalli,Lecco U19,-,,,-
1217987,Walid,Jerbi,Stade Gabésien,-,,,30-Jun-26
1174996,Lucas,Gardar,07 Vestur,-,,,-
772842,Andrea,Fumai,,-,,,-
872206,Emanuele,Volcan,Rovereto,-,,,-
1241491,Jefferson,Bennette,,-,,,-
867292,Gaetano,Armenise,Barletta,-,,,30-Jun-25
1262425,Manuel,Tapia,Yaracuyanos U20,-,,,-
943771,Ahmed Abd El Fattah Bassiuny,Ahmed Sharaf,Al Masry, ¬125k,Soccer 66,12872,-
1022493,Dmitrijs,Mihailovs,Rzekne / BJSS,-,,,-
1156616,Gustavo,Ferreira Carvalho Borges,Sobradinho U20,-,,,-
1237294,Jan,Baeriswyl,FC Ueberstorf,-,,,30-Jun-25
641895,Makan,Diallo,US Torcy Val Maubuée U17,-,,,-
1250650,Muzaffar,Safaralii,Istiqlol,-,,,31-Dec-27
1183845,Fedi,Tayechi,,-,,,-
783944,Riccardo,Zanfisi,ChievoVerona,-,,,-
1152326,Wassim,Dardake,Toulouse II,-,,,-
612221,Giorgi,Sulaberidze,,-,,,-
1068107,Seyran,Khalatyan,Cilicia, ¬10k,,,-
1057234,Aharon,Avetisyan,, ¬10k,,,-
1164926,Sebastián,Chávez,Kimberley Mar del Plata,-,,,-
1162367,Petru-Francescu,Cortopassi,Bastia U19,-,,,-
1247069,Marcos,Brown,,-,,,-
1179024,Hongbao,Luo,Meizhou Hakka U17,-,,,31-Dec-25
1178992,Haoqin,Wang,,-,,,-
1166802,Yuma,Igari,JEF United,-,,,30-Jun-27
913221,Matyáa,Filípek,Slovan Liberec II,-,,,-
1074113,Hernan,Castaneda,9 de Octubre,-,XI Agency,13227,31-Dec-25
1082972,Glen ,O'Brien,Gorey Rangers,-,,,-
1061727,Marcell,Mayer ,Mosonmagyaróvári TE,-,,,-
1061241,Matheus,De Souza,Fraser Valley Cascades,-,,,-
1074686,Tristan Birkir ,Eiríksson,Augnablik,-,,,-
1178677,Yifan,Ke,Wuhan Three Towns II,-,,,-
1075080,Fotis,Gogas,PAS Giannina, ¬50k,Agent is known - Player under 18,,-
1024653,Marcos,Capello,,-,,,-
772349,Alexandru,Mardari,Politehnica UTM,-,,,-
1014455,Olivér,Nyári,Illés Akadémia-Haladás U16,-,,,-
1014478,Máté,Papp,Illés Akadémia-Haladás U16,-,Agent is known - Player under 18,,-
1077870,Ethan,Pule,Vaivase-Tai,-,,,-
967058,Aldin,Smajic,Lugano U17,-,,,-
1075667,Vilius,Paulauskas,Klaipdos FM,-,,,-
1282457,Nicolas,Beninger,,-,,,30-Jun-25
1167472,Rearu ,Watanabe,Roasso Kumamoto,-,,,30-Jun-27
1235721,Flavio-Kian,Sportelli,Eintracht Frankfurt U17,-,,,30-Jun-27
1167441,Dong-yeol ,Lee,Paju Citizen,-,PlanA-Global,9990,30-Jun-27
1160609,Arinze Anthony,Nwafuru,Melilla II, ¬25k,PINTEX SPORTS AGENCY,12029,30-Jun-25
809723,Yannick,Moussongo,APM Metz,-,,,-
945764,Dorin,Panaqhiu,AF Radu Rebeja-Limps U15,-,,,-
882736,Mateo,upi,Hajduk Split U19,-,,,30-Jun-25
1273474,Franciszek,Pollok,Legia Warszawa U19,-,,,-
1157234,Nickson,Dos Santos Chabudet,Ponte Preta U20,-,Wise Sports,14183,-
1187603,Bolin,Zhang,,-,,,-
1192423,Souleymane,Keita,Boulogne,-,,,-
1064610,Jenath James,Jeesin,Arminia Bielefeld U19,-,,,-
1071465,Alexei,Tumuruc,Sporting Trestieni,-,,,-
1010288,Nizar,Mahtou,Tihad Casablanca,-,,,-
809730,Bisnat,Mbala,Sochaux II,-,SPORTBOLD,10305,30-Jun-26
1078355,Gustavs,Leitans,GrobiFa,-,,,-
1231922,Wojciech,Bogacz,BeBchatów,-,,,-
604407,Dmytro,Gryshchenko,,-,,,-
1170429,Matias ,Arias,Centro Español,-,,,-
958968,Hugo,Hare ,Quevilly Rouen II,-,SAMSFootball,14254,30-Jun-25
1161881,Bouba Faty,Dampha,Vaulx,-,,,-
1271255,Sven,Oerlemans,Halsteren,-,,,-
1028797,Lorenzo,Pellegrini,,-,,,-
915798,Anton Dall,Collatz,Randers U19,-,,,-
1163389,Oliver,Eteläaho,SJK-j U17,-,,,31-Dec-25
1255706,Petar ,Petreski,Ohrid,-,,,-
958909,Maxence,Gazon ,Dijon U19,-,,,-
958868,Jisca,Nzenga,,-,,,-
1166127,Raymond,Diho,Melbourne Victory II,-,,,-
839286,Nathan,Dib,Port Melbourne,-,,,-
1040715,Saad,Fadili,,-,,,-
1279411,Mohamed,Chelly,,-,,,-
1163378,Kevin,Martínez,Toluca U23,-,,,-
1235707,Aaron,Günther,Eintracht Frankfurt U17,-,,,30-Jun-27
864203,Philip ,Keller ,Viborg U19,-,,,30-Jun-27
1066389,Nikolas,Grigoriou ,,-,,,-
1247132,Giorgos,Kikillos,Ayia Napa,-,,,-
1104081,Lorenzo ,De La Rosa,Hillegom,-,,,30-Jun-25
585141,Husain,Taqtaq,Al Ahli Benghazi,-,,,-
1210215,Shane,O'Neill,UCC,-,,,-
1078172,Bernardo Santos,Rhein Goncalves,Orlando City B,-,,,31-Dec-25
714527,Ross,Johnstone,LA Galaxy Res.,-,,,31-Dec-25
1078466,Shahin,Ibrahimov,Sabah II,-,,,-
1164924,Mauro,Contrera,Kimberley Mar del Plata,-,,,-
1256223,Cheick,Diarra,Sarcelles Aas U19,-,,,-
745360,Pedro Henrique,Jasansky Ribeiro,Democrata SL,-,,,-
1179642,Lin,Weiting,Taipei Vikings,-,,,-
1280918,Nicolas,Fomba Wambo,Caen U19,-,,,-
1069166,Du,Junhao,,-,,,-
1156618,Iury Rodrigues,Santos Solis,Aparecidense,-,,,-
1273480,Szymon,Chojecki,Legia Warszawa U19,-,Mariusz Kulesza,2792,-
1137539,Miran,Cengiz,Amager Academy U19,-,,,-
1169209,Quan,He,Shanghai Shenhua,-,,,31-Dec-26
1054501,Petr,Kaulfus,Mladá Boleslav U19,-,,,-
1163242,Benjamín,Arce,Copiapó,-,,,-
1182988,Jørgen,Sjømæling,Træff,-,,,-
1079590,Aidan,Reilly,Stanford Cardinal,-,,,-
917390,Nik,Grohar,,-,Zmiya s.r.o,4487,-
1211035,Robin,Tschandl,Jennersdorf,-,,,-
